filename,width,height,class,xmin,ymin,xmax,ymax
frame1680.jpg,272,480,activity,4,240,92,272
frame1720.jpg,272,480,activity,10,321,93,351
frame1720.jpg,272,480,app,10,362,265,399
frame1720.jpg,272,480,app,10,413,265,450
frame1740.jpg,272,480,activity,10,228,97,259
frame1740.jpg,272,480,app,8,267,265,308
frame1740.jpg,272,480,app,6,316,263,357
frame1740.jpg,272,480,app,9,366,266,407
frame1740.jpg,272,480,app,8,418,265,459
frame1860.jpg,272,480,app,10,264,264,318
frame1860.jpg,272,480,app,10,109,266,148
frame1860.jpg,272,480,app,9,160,265,199
frame1860.jpg,272,480,app,9,209,265,248
frame1860.jpg,272,480,app,9,332,265,371
frame1860.jpg,272,480,app,8,383,263,421
frame1860.jpg,272,480,app,7,56,266,94
frame2000.jpg,272,480,activity,10,215,90,249
frame2000.jpg,272,480,app,10,258,264,297
frame2000.jpg,272,480,app,9,310,263,349
frame2000.jpg,272,480,app,11,360,265,399
frame2000.jpg,272,480,app,10,411,264,450
frame2ds1000.jpg,720,1280,activity,17,727,305,773
frame2ds1000.jpg,720,1280,app,23,790,696,866
frame2ds1000.jpg,720,1280,app,26,888,699,964
frame2ds1000.jpg,720,1280,app,27,987,700,1063
frame2ds1000.jpg,720,1280,app,21,1083,694,1159
frame2ds1040.jpg,720,1280,activity,24,766,295,808
frame2ds1040.jpg,720,1280,app,19,826,703,905
frame2ds1040.jpg,720,1280,app,23,920,702,1001
frame2ds1040.jpg,720,1280,app,21,1020,700,1099
frame2ds1040.jpg,720,1280,app,16,1115,703,1194
frame2ds1100.jpg,720,1280,activity,10,862,316,894
frame2ds1100.jpg,720,1280,app,14,919,696,985
frame2ds1100.jpg,720,1280,app,10,1003,702,1083
frame2ds1100.jpg,720,1280,app,12,1108,702,1180
frame2ds1100.jpg,720,1280,app,24,1210,709,1276
frame2ds1160.jpg,720,1280,app,21,578,702,655
frame2ds1160.jpg,720,1280,app,19,671,700,748
frame2ds1160.jpg,720,1280,app,19,773,700,850
frame2ds1160.jpg,720,1280,app,22,869,703,946
frame2ds1160.jpg,720,1280,app,19,971,700,1048
frame2ds1160.jpg,720,1280,app,20,1064,701,1141
frame2ds1160.jpg,720,1280,app,20,1164,701,1241
frame2ds120.jpg,720,1280,app,21,522,700,598
frame2ds120.jpg,720,1280,app,25,618,704,694
frame2ds120.jpg,720,1280,app,19,718,698,794
frame2ds120.jpg,720,1280,app,19,813,698,889
frame2ds120.jpg,720,1280,app,17,811,696,887
frame2ds120.jpg,720,1280,app,24,918,703,994
frame2ds120.jpg,720,1280,app,23,1013,702,1089
frame2ds120.jpg,720,1280,app,23,1115,702,1191
frame2ds120.jpg,720,1280,app,23,1204,702,1280
frame2ds1240.jpg,720,1280,app,24,212,700,289
frame2ds1240.jpg,720,1280,app,25,312,701,389
frame2ds1240.jpg,720,1280,app,21,406,697,483
frame2ds1240.jpg,720,1280,app,24,506,700,583
frame2ds1240.jpg,720,1280,app,30,604,706,681
frame2ds1240.jpg,720,1280,app,26,703,702,780
frame2ds1240.jpg,720,1280,app,24,799,700,876
frame2ds1240.jpg,720,1280,app,30,900,706,977
frame2ds1240.jpg,720,1280,app,30,999,706,1076
frame2ds1240.jpg,720,1280,app,27,1094,703,1171
frame2ds1240.jpg,720,1280,app,24,1189,700,1266
frame2ds170.jpg,720,1280,app,23,175,698,254
frame2ds170.jpg,720,1280,app,30,279,705,358
frame2ds170.jpg,720,1280,app,21,374,696,453
frame2ds170.jpg,720,1280,app,26,465,701,544
frame2ds170.jpg,720,1280,app,28,565,703,644
frame2ds170.jpg,720,1280,app,28,670,703,749
frame2ds170.jpg,720,1280,app,23,768,698,847
frame2ds170.jpg,720,1280,app,28,868,703,947
frame2ds170.jpg,720,1280,app,26,960,701,1039
frame2ds170.jpg,720,1280,app,26,1056,701,1135
frame2ds170.jpg,720,1280,app,24,1054,699,1133
frame2ds170.jpg,720,1280,app,26,1154,701,1233
frame2ds170.jpg,720,1280,app,24,1152,699,1231
frame2ds240.jpg,720,1280,app,33,152,709,222
frame2ds240.jpg,720,1280,app,24,252,700,322
frame2ds240.jpg,720,1280,app,34,347,710,417
frame2ds240.jpg,720,1280,app,20,445,696,515
frame2ds240.jpg,720,1280,app,18,443,694,513
frame2ds240.jpg,720,1280,app,23,548,699,618
frame2ds240.jpg,720,1280,app,26,644,702,714
frame2ds240.jpg,720,1280,app,24,642,700,712
frame2ds240.jpg,720,1280,app,22,744,698,814
frame2ds240.jpg,720,1280,app,20,742,696,812
frame2ds240.jpg,720,1280,app,27,838,703,908
frame2ds240.jpg,720,1280,app,22,940,698,1010
frame2ds240.jpg,720,1280,app,22,1034,698,1104
frame2ds240.jpg,720,1280,app,27,1139,703,1209
frame2ds240.jpg,720,1280,app,25,1137,701,1207
frame2ds290.jpg,720,1280,app,28,923,700,1009
frame2ds290.jpg,720,1280,app,31,1021,703,1107
frame2ds290.jpg,720,1280,app,24,1117,696,1203
frame2ds340.jpg,720,1280,activity,17,445,324,489
frame2ds340.jpg,720,1280,app,26,510,703,580
frame2ds340.jpg,720,1280,app,26,613,703,683
frame2ds340.jpg,720,1280,app,28,704,705,774
frame2ds340.jpg,720,1280,app,21,804,698,874
frame2ds340.jpg,720,1280,app,19,898,696,968
frame2ds340.jpg,720,1280,app,21,999,698,1069
frame2ds340.jpg,720,1280,app,23,1097,700,1167
frame2ds390.jpg,720,1280,activity,19,980,312,1022
frame2ds390.jpg,720,1280,app,26,1143,700,1208
frame2ds390.jpg,720,1280,app,21,1040,707,1113
frame2ds430.jpg,720,1280,activity,21,745,317,778
frame2ds430.jpg,720,1280,app,21,801,702,869
frame2ds430.jpg,720,1280,app,17,899,698,967
frame2ds430.jpg,720,1280,app,22,998,703,1066
frame2ds430.jpg,720,1280,app,25,1093,706,1161
frame2ds550.jpg,720,1280,activity,24,906,340,955
frame2ds550.jpg,720,1280,app,25,1069,698,1136
frame2ds550.jpg,720,1280,app,25,1165,698,1232
frame2ds550.jpg,720,1280,app,19,971,702,1052
frame2ds610.jpg,720,1280,activity,21,180,321,222
frame2ds610.jpg,720,1280,app,16,240,710,313
frame2ds610.jpg,720,1280,app,17,330,711,403
frame2ds610.jpg,720,1280,app,17,435,711,508
frame2ds610.jpg,720,1280,app,13,533,707,606
frame2ds610.jpg,720,1280,app,15,629,709,702
frame2ds610.jpg,720,1280,app,8,724,702,797
frame2ds610.jpg,720,1280,app,13,826,707,899
frame2ds610.jpg,720,1280,app,7,927,701,1000
frame2ds610.jpg,720,1280,app,12,1023,706,1096
frame2ds610.jpg,720,1280,app,10,1126,704,1199
frame2ds610.jpg,720,1280,app,8,1126,702,1199
frame2ds630.jpg,720,1280,activity,19,819,344,855
frame2ds630.jpg,720,1280,app,26,973,706,1042
frame2ds630.jpg,720,1280,app,19,1074,699,1143
frame2ds630.jpg,720,1280,app,22,1168,702,1237
frame2ds630.jpg,720,1280,app,16,873,702,955
frame2ds900.jpg,720,1280,activity,28,296,312,343
frame2ds900.jpg,720,1280,app,26,366,702,434
frame2ds900.jpg,720,1280,app,27,464,703,532
frame2ds900.jpg,720,1280,app,23,562,699,630
frame2ds900.jpg,720,1280,app,21,664,697,732
frame2ds900.jpg,720,1280,app,26,755,702,823
frame2ds900.jpg,720,1280,app,24,853,700,921
frame2ds900.jpg,720,1280,app,28,951,704,1019
frame2ds900.jpg,720,1280,app,31,1055,707,1123
frame2ds900.jpg,720,1280,app,25,1153,701,1221
frame2ds930.jpg,720,1280,activity,23,148,328,190
frame2ds930.jpg,720,1280,app,21,306,707,382
frame2ds930.jpg,720,1280,app,19,407,705,483
frame2ds930.jpg,720,1280,app,16,498,702,574
frame2ds930.jpg,720,1280,app,17,592,703,668
frame2ds930.jpg,720,1280,app,14,696,700,772
frame2ds930.jpg,720,1280,app,12,796,698,872
frame2ds930.jpg,720,1280,app,16,892,702,968
frame2ds930.jpg,720,1280,app,11,992,697,1068
frame2ds930.jpg,720,1280,app,16,1091,702,1167
frame2ds930.jpg,720,1280,app,21,208,714,282
frame2ds970.jpg,720,1280,activity,26,985,310,1022
frame2ds970.jpg,720,1280,app,17,1045,703,1115
frame2ds970.jpg,720,1280,app,24,1143,710,1213
frame2_1_1640.jpg,592,1280,use_over,20,567,579,700
frame2_1_1980.jpg,592,1280,pick_over,22,619,404,686
frame2_1_1980.jpg,592,1280,pick_app,25,727,426,796
frame2_1_1980.jpg,592,1280,pick_app,14,810,225,869
frame2_1_1980.jpg,592,1280,pick_app,20,888,220,953
frame2_1_1980.jpg,592,1280,pick_app,18,964,229,1021
frame2_1_1980.jpg,592,1280,pick_app,16,962,227,1019
frame2_1_1980.jpg,592,1280,not_over,15,1130,186,1277
frame2_1_1980.jpg,592,1280,week,233,146,366,191
frame2_1_2220.jpg,592,1280,pick_app,14,686,429,753
frame2_1_2220.jpg,592,1280,pick_over,18,577,429,649
frame2_1_2220.jpg,592,1280,pick_app,18,764,304,830
frame2_1_2220.jpg,592,1280,pick_app,17,846,228,910
frame2_1_2220.jpg,592,1280,pick_app,18,918,223,983
frame2_1_2220.jpg,592,1280,pick_app,15,997,206,1058
frame2_1_2220.jpg,592,1280,pick_app,17,1075,209,1139
frame2_1_2220.jpg,592,1280,pick_app,17,1153,212,1217
frame2_1_2220.jpg,592,1280,week,235,153,366,180
frame2_1_2460.jpg,592,1280,pick_app,14,299,425,378
frame2_1_2460.jpg,592,1280,pick_app,18,382,228,446
frame2_1_2460.jpg,592,1280,pick_app,22,447,232,525
frame2_1_2460.jpg,592,1280,pick_app,20,530,231,607
frame2_1_2460.jpg,592,1280,pick_app,15,614,226,682
frame2_1_2460.jpg,592,1280,pick_app,22,692,197,760
frame2_1_2460.jpg,592,1280,pick_app,23,772,195,833
frame2_1_2460.jpg,592,1280,pick_app,23,846,198,907
frame2_1_2460.jpg,592,1280,pick_app,23,917,201,991
frame2_1_2460.jpg,592,1280,not_over,23,1096,181,1250
frame2_1_2460.jpg,592,1280,week,227,148,362,187
frame2_1_3660.jpg,592,1280,pick_app,23,228,228,307
frame2_1_3660.jpg,592,1280,pick_app,22,310,239,385
frame2_1_3660.jpg,592,1280,pick_app,20,389,243,460
frame2_1_3660.jpg,592,1280,not_over,22,496,231,660
frame2_1_3660.jpg,592,1280,not_app,17,807,448,889
frame2_1_3660.jpg,592,1280,not_app,17,889,331,963
frame2_1_3660.jpg,592,1280,not_app,18,966,289,1036
frame2_1_3660.jpg,592,1280,not_app,20,1041,240,1114
frame2_1_3660.jpg,592,1280,week,235,152,364,185
frame2_1_4360.jpg,592,1280,not_app,11,258,243,335
frame2_1_4360.jpg,592,1280,not_app,12,338,254,400
frame2_1_4360.jpg,592,1280,not_app,12,399,268,480
frame2_1_4360.jpg,592,1280,not_app,14,485,273,557
frame2_1_4360.jpg,592,1280,not_app,14,560,284,638
frame2_1_4360.jpg,592,1280,not_app,18,641,301,716
frame2_1_4360.jpg,592,1280,not_app,18,717,307,788
frame2_1_4360.jpg,592,1280,not_app,20,791,311,863
frame2_1_4360.jpg,592,1280,not_app,17,864,329,947
frame2_1_4360.jpg,592,1280,not_app,18,952,254,1019
frame2_1_4360.jpg,592,1280,not_app,20,1022,262,1103
frame2_1_4360.jpg,592,1280,not_app,17,1105,292,1182
frame2_1_4360.jpg,592,1280,week,235,148,364,189
frame2_2_1260.jpg,592,1280,pick_app,17,249,186,318
frame2_2_1260.jpg,592,1280,pick_app,18,324,211,399
frame2_2_1260.jpg,592,1280,pick_app,18,402,190,477
frame2_2_1260.jpg,592,1280,pick_app,20,478,194,554
frame2_2_1260.jpg,592,1280,pick_app,18,557,209,630
frame2_2_1260.jpg,592,1280,pick_app,12,639,214,696
frame2_2_1260.jpg,592,1280,pick_app,20,707,211,781
frame2_2_1260.jpg,592,1280,pick_app,25,786,174,860
frame2_2_1260.jpg,592,1280,not_over,18,902,245,1058
frame2_2_1260.jpg,592,1280,week,223,144,364,193
frame2_2_1400.jpg,592,1280,pick_app,20,230,200,301
frame2_2_1400.jpg,592,1280,pick_app,20,310,225,385
frame2_2_1400.jpg,592,1280,pick_app,25,389,178,458
frame2_2_1400.jpg,592,1280,not_over,23,502,209,658
frame2_2_1400.jpg,592,1280,not_app,17,802,464,883
frame2_2_1400.jpg,592,1280,not_app,14,885,241,958
frame2_2_1400.jpg,592,1280,not_app,14,964,219,1038
frame2_2_1400.jpg,592,1280,not_app,11,1044,211,1111
frame2_2_1400.jpg,592,1280,week,231,152,360,187
frame2_3_1440.jpg,720,1280,pick_over,14,838,511,936
frame2_3_1440.jpg,720,1280,pick_app,17,1013,595,1107
frame2_3_1440.jpg,720,1280,pick_app,17,1120,264,1214
frame2_3_1520.jpg,720,1280,pick_app,20,253,578,361
frame2_3_1520.jpg,720,1280,pick_app,18,363,303,464
frame2_3_1520.jpg,720,1280,pick_app,17,469,268,572
frame2_3_1520.jpg,720,1280,pick_app,15,573,291,667
frame2_3_1520.jpg,720,1280,pick_app,15,675,303,777
frame2_3_1520.jpg,720,1280,pick_app,18,779,281,882
frame2_3_1520.jpg,720,1280,pick_app,18,891,307,986
frame2_3_1520.jpg,720,1280,pick_app,20,991,287,1087
frame2_3_1520.jpg,720,1280,pick_app,20,1099,289,1199
frame2_3_1520.jpg,720,1280,week,266,63,454,101
frame2_3_760.jpg,720,1280,use_over,15,717,709,891
frame2_4_1080.jpg,592,1280,pick_app,7,136,258,222
frame2_4_1080.jpg,592,1280,pick_app,6,218,227,305
frame2_4_1080.jpg,592,1280,pick_app,9,309,198,394
frame2_4_1080.jpg,592,1280,not_over,1,486,204,649
frame2_4_1080.jpg,592,1280,not_app,12,785,498,874
frame2_4_1080.jpg,592,1280,not_app,9,879,253,957
frame2_4_1080.jpg,592,1280,not_app,9,960,192,1044
frame2_4_1080.jpg,592,1280,not_app,11,1044,249,1124
frame2_4_1080.jpg,592,1280,week,211,91,384,122
frame2_4_1340.jpg,592,1280,pick_app,14,179,213,254
frame2_4_1340.jpg,592,1280,pick_app,14,263,219,342
frame2_4_1340.jpg,592,1280,pick_app,17,342,215,430
frame2_4_1340.jpg,592,1280,pick_app,17,436,192,511
frame2_4_1340.jpg,592,1280,pick_app,17,514,178,595
frame2_4_1340.jpg,592,1280,pick_app,17,602,215,685
frame2_4_1340.jpg,592,1280,pick_app,15,685,221,771
frame2_4_1340.jpg,592,1280,pick_app,18,774,233,852
frame2_4_1340.jpg,592,1280,pick_app,15,858,219,932
frame2_4_1340.jpg,592,1280,pick_app,12,938,247,1026
frame2_4_1340.jpg,592,1280,not_over,12,1108,182,1277
frame2_4_1340.jpg,592,1280,week,215,89,374,122
frame2_4_1480.jpg,592,1280,pick_app,9,153,245,240
frame2_4_1480.jpg,592,1280,pick_app,9,240,225,325
frame2_4_1480.jpg,592,1280,pick_app,14,324,180,413
frame2_4_1480.jpg,592,1280,pick_app,14,411,196,497
frame2_4_1480.jpg,592,1280,pick_app,15,501,243,577
frame2_4_1480.jpg,592,1280,pick_app,15,585,229,663
frame2_4_1480.jpg,592,1280,not_over,7,746,188,914
frame2_4_1480.jpg,592,1280,not_app,20,1061,492,1147
frame2_4_1480.jpg,592,1280,not_app,18,1149,243,1232
frame2_4_1480.jpg,592,1280,week,213,87,376,120
frame2_4_2100.jpg,592,1280,not_app,11,152,186,230
frame2_4_2100.jpg,592,1280,not_app,15,238,184,322
frame2_4_2100.jpg,592,1280,not_app,17,324,209,402
frame2_4_2100.jpg,592,1280,not_app,15,405,253,488
frame2_4_2100.jpg,592,1280,not_app,14,491,227,574
frame2_4_2100.jpg,592,1280,not_app,14,581,280,658
frame2_4_2100.jpg,592,1280,not_app,14,660,233,742
frame2_4_2100.jpg,592,1280,not_app,14,748,229,828
frame2_4_2100.jpg,592,1280,not_app,17,834,233,913
frame2_4_2100.jpg,592,1280,not_app,14,921,245,995
frame2_4_2100.jpg,592,1280,not_app,17,1007,204,1086
frame2_4_2100.jpg,592,1280,not_app,15,1089,225,1161
frame2_4_2100.jpg,592,1280,week,209,87,382,120
frame2_4_660.jpg,592,1280,use_over,17,603,581,736
frame2_4_920.jpg,592,1280,pick_over,3,396,450,488
frame2_4_920.jpg,592,1280,pick_app,4,535,474,614
frame2_4_920.jpg,592,1280,pick_app,4,619,272,699
frame2_4_920.jpg,592,1280,pick_app,3,709,268,788
frame2_4_920.jpg,592,1280,pick_app,1,791,233,869
frame2_4_920.jpg,592,1280,not_over,14,960,197,1130
frame2_4_920.jpg,592,1280,week,217,89,380,122
frame3ds1060.jpg,272,480,app,12,62,264,102
frame3ds1060.jpg,272,480,app,12,113,264,153
frame3ds1060.jpg,272,480,app,12,165,264,205
frame3ds1060.jpg,272,480,app,13,217,265,257
frame3ds1060.jpg,272,480,app,11,270,263,310
frame3ds1060.jpg,272,480,app,11,323,263,363
frame3ds1060.jpg,272,480,app,9,373,261,413
frame3ds1100.jpg,272,480,activity,10,243,107,274
frame3ds1100.jpg,272,480,app,8,284,265,321
frame3ds1100.jpg,272,480,app,9,337,266,374
frame3ds1100.jpg,272,480,app,10,389,267,426
frame3ds1100.jpg,272,480,app,10,438,267,475
frame3ds1160.jpg,272,480,activity,10,247,112,279
frame3ds1160.jpg,272,480,app,10,289,263,327
frame3ds1160.jpg,272,480,app,12,339,265,377
frame3ds1160.jpg,272,480,app,12,393,265,431
frame3ds1160.jpg,272,480,app,13,442,266,480
frame3ds1190.jpg,272,480,activity,12,140,113,171
frame3ds1190.jpg,272,480,app,10,182,268,220
frame3ds1190.jpg,272,480,app,9,230,267,268
frame3ds1190.jpg,272,480,app,12,283,270,321
frame3ds1190.jpg,272,480,app,10,339,268,377
frame3ds1190.jpg,272,480,app,11,388,269,426
frame3ds1210.jpg,272,480,activity,10,57,100,87
frame3ds1210.jpg,272,480,app,12,94,267,134
frame3ds1210.jpg,272,480,app,12,145,267,185
frame3ds1210.jpg,272,480,app,10,197,265,237
frame3ds1210.jpg,272,480,app,11,249,266,289
frame3ds1210.jpg,272,480,app,9,303,264,343
frame3ds1210.jpg,272,480,app,9,391,264,431
frame3ds1210.jpg,272,480,app,11,439,266,479
frame3ds1360.jpg,272,480,activity,10,278,109,311
frame3ds1360.jpg,272,480,activity,10,321,266,361
frame3ds1360.jpg,272,480,activity,12,370,268,410
frame3ds1360.jpg,272,480,activity,9,423,265,463
frame3ds1380.jpg,272,480,activity,10,245,125,281
frame3ds1380.jpg,272,480,app,10,291,266,328
frame3ds1380.jpg,272,480,app,11,340,267,377
frame3ds1380.jpg,272,480,app,8,391,264,428
frame3ds1380.jpg,272,480,app,11,441,267,478
frame3ds1470.jpg,272,480,app,10,85,263,125
frame3ds1470.jpg,272,480,app,12,138,265,178
frame3ds1470.jpg,272,480,app,13,186,266,226
frame3ds1470.jpg,272,480,app,11,241,264,281
frame3ds1470.jpg,272,480,app,10,289,263,329
frame3ds1470.jpg,272,480,app,8,342,261,382
frame3ds1470.jpg,272,480,app,11,393,264,433
frame3ds1470.jpg,272,480,app,10,440,263,480
frame3ds1490.jpg,272,480,app,11,105,266,142
frame3ds1490.jpg,272,480,app,13,159,268,196
frame3ds1490.jpg,272,480,app,13,209,268,246
frame3ds1490.jpg,272,480,app,11,261,266,298
frame3ds1490.jpg,272,480,app,9,313,264,350
frame3ds1490.jpg,272,480,app,12,367,267,404
frame3ds1490.jpg,272,480,app,8,417,263,454
frame3ds1510.jpg,272,480,app,12,144,264,182
frame3ds1510.jpg,272,480,app,12,197,264,235
frame3ds1510.jpg,272,480,app,13,247,265,285
frame3ds1510.jpg,272,480,app,11,298,263,336
frame3ds1510.jpg,272,480,app,11,349,263,387
frame3ds1510.jpg,272,480,app,10,403,262,441
frame3ds1660.jpg,272,480,app,12,118,266,157
frame3ds1660.jpg,272,480,app,14,169,268,208
frame3ds1660.jpg,272,480,app,9,223,263,262
frame3ds1660.jpg,272,480,app,12,274,266,313
frame3ds1660.jpg,272,480,app,9,327,263,366
frame3ds1660.jpg,272,480,app,12,377,266,416
frame3ds1660.jpg,272,480,app,10,427,264,466
frame3ds1660.jpg,272,480,app,7,66,264,108
frame3ds1690.jpg,272,480,activity,11,99,117,134
frame3ds1690.jpg,272,480,app,9,143,265,180
frame3ds1690.jpg,272,480,app,8,196,264,233
frame3ds1690.jpg,272,480,app,9,245,265,282
frame3ds1690.jpg,272,480,app,9,296,265,333
frame3ds1690.jpg,272,480,app,8,348,264,385
frame3ds1690.jpg,272,480,app,8,401,264,438
frame3ds1760.jpg,272,480,activity,7,211,117,241
frame3ds1760.jpg,272,480,app,8,251,264,289
frame3ds1760.jpg,272,480,app,6,302,262,340
frame3ds1760.jpg,272,480,app,9,352,265,390
frame3ds1760.jpg,272,480,app,7,403,263,441
frame3ds1800.jpg,272,480,activity,7,110,102,143
frame3ds1800.jpg,272,480,app,10,152,265,189
frame3ds1800.jpg,272,480,app,9,205,264,242
frame3ds1800.jpg,272,480,app,11,258,266,295
frame3ds1800.jpg,272,480,app,9,307,264,344
frame3ds1800.jpg,272,480,app,9,359,264,396
frame3ds1800.jpg,272,480,app,8,411,263,448
frame3ds1830.jpg,272,480,app,10,95,265,132
frame3ds1830.jpg,272,480,app,9,149,264,186
frame3ds1830.jpg,272,480,app,11,199,266,236
frame3ds1830.jpg,272,480,app,12,251,267,288
frame3ds1830.jpg,272,480,app,8,300,263,337
frame3ds1830.jpg,272,480,app,8,352,263,389
frame3ds1840.jpg,272,480,app,14,143,264,177
frame3ds1840.jpg,272,480,app,14,194,264,228
frame3ds1840.jpg,272,480,app,11,247,261,281
